Data as of,Start week,End Week,State,Sex,Age group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
07/22/2020,02/01/2020,07/11/2020,Montana,Female,5-14 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Montana,Female,15-24 years,0,14,0,0,0,0,
07/22/2020,02/01/2020,07/11/2020,Montana,Female,25-34 years,,44,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Montana,Female,35-44 years,0,40,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Montana,Female,45-54 years,0,70,0,0,0,0,
07/22/2020,02/01/2020,07/11/2020,Montana,Female,55-64 years,,214,,0,,10,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Montana,Female,65-74 years,,390,28,,,36,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Montana,Female,75-84 years,,468,26,,,31,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Montana,Female,85 years and over,,866,41,,,53,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Montana,Female,All ages,16,"2,126",103,,17,133,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Montana,Unknown,All ages,0,0,0,0,0,0,
07/22/2020,02/01/2020,07/11/2020,Montana Total,All,All Ages,30,"4,759",240,,34,298,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Nebraska,Male,Under 1 year,0,38,0,0,0,0,
07/22/2020,02/01/2020,07/11/2020,Nebraska,Male,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Nebraska,Male,5-14 years,0,11,0,0,0,0,
07/22/2020,02/01/2020,07/11/2020,Nebraska,Male,15-24 years,0,56,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Nebraska,Male,25-34 years,,104,,,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Nebraska,Male,35-44 years,,115,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Nebraska,Male,45-54 years,14,218,14,,,25,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Nebraska,Male,55-64 years,25,581,46,,,65,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Nebraska,Male,65-74 years,40,866,59,14,,88,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Nebraska,Male,75-84 years,39,968,73,18,,95,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Nebraska,Male,85 years and over,29,"1,026",91,11,,111,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Nebraska,Male,All ages,153,"3,984",294,59,11,399,
07/22/2020,02/01/2020,07/11/2020,Nebraska,Female,Under 1 year,0,18,0,0,0,0,
07/22/2020,02/01/2020,07/11/2020,Nebraska,Female,1-4 years,0,,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Nebraska,Female,5-14 years,0,,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Nebraska,Female,15-24 years,0,21,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Nebraska,Female,25-34 years,,30,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Nebraska,Female,35-44 years,,66,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Nebraska,Female,45-54 years,,147,16,,0,17,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Nebraska,Female,55-64 years,20,386,32,,,47,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Nebraska,Female,65-74 years,26,666,50,,,71,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Nebraska,Female,75-84 years,31,933,77,13,,96,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Nebraska,Female,85 years and over,46,"1,690",126,16,,164,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Nebraska,Female,All ages,133,"3,973",312,51,17,411,
07/22/2020,02/01/2020,07/11/2020,Nebraska,Unknown,All ages,0,0,0,0,0,0,
07/22/2020,02/01/2020,07/11/2020,Nebraska Total,All,All Ages,286,"7,957",606,110,28,810,
07/22/2020,02/01/2020,07/11/2020,Nevada,Male,Under 1 year,0,29,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Nevada,Male,1-4 years,0,,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Nevada,Male,5-14 years,0,15,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Nevada,Male,15-24 years,,125,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Nevada,Male,25-34 years,,210,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Nevada,Male,35-44 years,10,289,15,,0,20,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Nevada,Male,45-54 years,34,518,55,26,,65,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Nevada,Male,55-64 years,48,"1,133",109,36,,126,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Nevada,Male,65-74 years,99,"1,709",183,73,,215,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Nevada,Male,75-84 years,98,"1,872",179,68,,217,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Nevada,Male,85 years and over,56,"1,292",121,46,,132,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Nevada,Male,All ages,348,"7,201",675,256,22,789,
07/22/2020,02/01/2020,07/11/2020,Nevada,Female,Under 1 year,0,26,0,0,0,0,
07/22/2020,02/01/2020,07/11/2020,Nevada,Female,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Nevada,Female,5-14 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Nevada,Female,15-24 years,0,42,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Nevada,Female,25-34 years,,84,,,,10,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Nevada,Female,35-44 years,,142,,,,11,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Nevada,Female,45-54 years,14,302,33,,,42,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Nevada,Female,55-64 years,28,698,66,21,,76,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Nevada,Female,65-74 years,54,"1,218",131,43,,146,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Nevada,Female,75-84 years,76,"1,462",155,58,,176,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Nevada,Female,85 years and over,50,"1,658",103,34,,121,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Nevada,Female,All ages,229,"5,645",505,170,19,583,
07/22/2020,02/01/2020,07/11/2020,Nevada,Unknown,All ages,0,0,0,0,0,0,
07/22/2020,02/01/2020,07/11/2020,Nevada Total,All,All Ages,577,"12,846","1,180",426,41,"1,372",
07/22/2020,02/01/2020,07/11/2020,New Hampshire,Male,Under 1 year,0,15,0,0,0,0,
07/22/2020,02/01/2020,07/11/2020,New Hampshire,Male,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,New Hampshire,Male,5-14 years,0,,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,New Hampshire,Male,15-24 years,,32,0,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,New Hampshire,Male,25-34 years,0,84,0,0,0,0,
07/22/2020,02/01/2020,07/11/2020,New Hampshire,Male,35-44 years,,90,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,New Hampshire,Male,45-54 years,,194,10,,,16,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,New Hampshire,Male,55-64 years,14,433,23,,0,33,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,New Hampshire,Male,65-74 years,33,720,54,16,,74,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,New Hampshire,Male,75-84 years,61,801,70,24,,112,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,New Hampshire,Male,85 years and over,73,855,70,20,,125,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,New Hampshire,Male,All ages,192,"3,229",231,68,12,366,
07/22/2020,02/01/2020,07/11/2020,New Hampshire,Female,Under 1 year,0,10,0,0,0,0,
07/22/2020,02/01/2020,07/11/2020,New Hampshire,Female,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,New Hampshire,Female,5-14 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,New Hampshire,Female,15-24 years,0,14,0,0,0,0,
07/22/2020,02/01/2020,07/11/2020,New Hampshire,Female,25-34 years,0,40,0,0,0,0,
07/22/2020,02/01/2020,07/11/2020,New Hampshire,Female,35-44 years,0,47,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,New Hampshire,Female,45-54 years,,117,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,New Hampshire,Female,55-64 years,,280,12,,,18,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,New Hampshire,Female,65-74 years,24,494,42,,,65,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,New Hampshire,Female,75-84 years,50,740,58,,,101,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,New Hampshire,Female,85 years and over,112,"1,349",81,18,,181,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,New Hampshire,Female,All ages,191,"3,096",197,36,18,370,
07/22/2020,02/01/2020,07/11/2020,New Hampshire,Unknown,All ages,0,0,0,0,0,0,
07/22/2020,02/01/2020,07/11/2020,New Hampshire Total,All,All Ages,383,"6,325",428,104,30,736,
07/22/2020,02/01/2020,07/11/2020,New Jersey,Male,Under 1 year,0,80,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,New Jersey,Male,1-4 years,0,20,0,0,0,0,
07/22/2020,02/01/2020,07/11/2020,New Jersey,Male,5-14 years,0,14,0,0,0,0,
07/22/2020,02/01/2020,07/11/2020,New Jersey,Male,15-24 years,11,183,,,0,13,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,New Jersey,Male,25-34 years,73,585,40,35,,80,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,New Jersey,Male,35-44 years,198,899,121,92,,229,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,New Jersey,Male,45-54 years,545,"1,827",316,263,,606,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,New Jersey,Male,55-64 years,"1,204","3,901",786,624,,"1,373",One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,New Jersey,Male,65-74 years,"1,677","5,427","1,137",859,12,"1,966",
07/22/2020,02/01/2020,07/11/2020,New Jersey,Male,75-84 years,"1,891","6,415","1,333",981,20,"2,260",
07/22/2020,02/01/2020,07/11/2020,New Jersey,Male,85 years and over,"1,749","6,757","1,302",853,18,"2,216",
07/22/2020,02/01/2020,07/11/2020,New Jersey,Male,All ages,"7,348","26,108","5,039","3,708",71,"8,744",
07/22/2020,02/01/2020,07/11/2020,New Jersey,Female,Under 1 year,0,66,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,New Jersey,Female,1-4 years,,10,0,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,New Jersey,Female,5-14 years,0,13,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,New Jersey,Female,15-24 years,,76,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,New Jersey,Female,25-34 years,31,225,21,15,,39,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,New Jersey,Female,35-44 years,66,385,40,30,,77,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,New Jersey,Female,45-54 years,183,872,124,86,,222,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,New Jersey,Female,55-64 years,554,"2,166",373,276,,655,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,New Jersey,Female,65-74 years,986,"3,710",662,487,,"1,164",One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,New Jersey,Female,75-84 years,"1,698","6,168","1,163",844,12,"2,028",
07/22/2020,02/01/2020,07/11/2020,New Jersey,Female,85 years and over,"2,940","11,764","1,832","1,258",22,"3,533",
07/22/2020,02/01/2020,07/11/2020,New Jersey,Female,All ages,"6,462","25,455","4,220","2,997",50,"7,727",
07/22/2020,02/01/2020,07/11/2020,New Jersey,Unknown,All ages,,,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,New Jersey Total,All,All Ages,"13,811","51,565","9,260","6,706",121,"16,472",
07/22/2020,02/01/2020,07/11/2020,New Mexico,Male,Under 1 year,0,16,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,New Mexico,Male,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,New Mexico,Male,5-14 years,0,,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,New Mexico,Male,15-24 years,,85,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,New Mexico,Male,25-34 years,13,212,17,,0,21,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,New Mexico,Male,35-44 years,17,261,18,10,,27,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,New Mexico,Male,45-54 years,22,386,29,12,,43,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,New Mexico,Male,55-64 years,38,722,55,20,,74,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,New Mexico,Male,65-74 years,61,989,75,28,,111,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,New Mexico,Male,75-84 years,48,"1,142",98,20,,130,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,New Mexico,Male,85 years and over,67,"1,023",86,16,,138,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,New Mexico,Male,All ages,267,"4,851",381,116,16,548,
07/22/2020,02/01/2020,07/11/2020,New Mexico,Female,Under 1 year,0,14,0,0,0,0,
07/22/2020,02/01/2020,07/11/2020,New Mexico,Female,1-4 years,0,,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,New Mexico,Female,5-14 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,New Mexico,Female,15-24 years,0,29,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,New Mexico,Female,25-34 years,,81,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,New Mexico,Female,35-44 years,,136,11,,,15,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,New Mexico,Female,45-54 years,16,232,17,,,26,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,New Mexico,Female,55-64 years,31,448,47,17,,64,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,New Mexico,Female,65-74 years,32,744,72,17,,89,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,New Mexico,Female,75-84 years,67,"1,032",93,29,,132,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,New Mexico,Female,85 years and over,90,"1,502",93,24,,161,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,New Mexico,Female,All ages,249,"4,226",338,102,13,498,
07/22/2020,02/01/2020,07/11/2020,New Mexico,Unknown,All ages,0,0,0,0,0,0,
07/22/2020,02/01/2020,07/11/2020,New Mexico Total,All,All Ages,516,"9,077",719,218,29,"1,046",
07/22/2020,02/01/2020,07/11/2020,New York,Male,Under 1 year,0,123,0,0,0,0,
07/22/2020,02/01/2020,07/11/2020,New York,Male,1-4 years,0,21,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,New York,Male,5-14 years,,36,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,New York,Male,15-24 years,10,285,12,,0,16,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,New York,Male,25-34 years,43,692,31,21,,55,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,New York,Male,35-44 years,121,891,72,50,,145,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,New York,Male,45-54 years,365,"1,803",261,192,,439,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,New York,Male,55-64 years,898,"4,249",688,455,17,"1,147",
07/22/2020,02/01/2020,07/11/2020,New York,Male,65-74 years,"1,438","6,405","1,165",720,26,"1,906",
07/22/2020,02/01/2020,07/11/2020,New York,Male,75-84 years,"1,563","7,466","1,366",801,26,"2,152",
07/22/2020,02/01/2020,07/11/2020,New York,Male,85 years and over,"1,501","8,352","1,505",744,29,"2,288",
07/22/2020,02/01/2020,07/11/2020,New York,Male,All ages,"5,941","30,323","5,102","2,990",109,"8,153",
07/22/2020,02/01/2020,07/11/2020,New York,Female,Under 1 year,0,88,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,New York,Female,1-4 years,0,,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,New York,Female,5-14 years,0,32,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,New York,Female,15-24 years,,108,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,New York,Female,25-34 years,19,268,16,10,0,25,
07/22/2020,02/01/2020,07/11/2020,New York,Female,35-44 years,50,446,39,28,,63,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,New York,Female,45-54 years,128,972,104,60,,174,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,New York,Female,55-64 years,429,"2,640",386,227,13,600,
07/22/2020,02/01/2020,07/11/2020,New York,Female,65-74 years,803,"4,664",700,410,13,"1,106",
07/22/2020,02/01/2020,07/11/2020,New York,Female,75-84 years,"1,318","7,049","1,117",645,19,"1,809",
07/22/2020,02/01/2020,07/11/2020,New York,Female,85 years and over,"2,552","13,978","2,010","1,092",44,"3,507",
07/22/2020,02/01/2020,07/11/2020,New York,Female,All ages,"5,301","30,254","4,377","2,472",100,"7,297",
07/22/2020,02/01/2020,07/11/2020,New York,Unknown,All ages,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,New York Total,All,All Ages,"11,242","60,579","9,479","5,462",209,"15,450",
07/22/2020,02/01/2020,07/11/2020,New York City,Male,Under 1 year,,104,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,New York City,Male,1-4 years,,18,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,New York City,Male,5-14 years,,35,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,New York City,Male,15-24 years,23,199,,,,25,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,New York City,Male,25-34 years,111,546,56,41,,126,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,New York City,Male,35-44 years,394,"1,077",151,122,28,430,
07/22/2020,02/01/2020,07/11/2020,New York City,Male,45-54 years,978,"2,206",447,359,72,"1,070",
07/22/2020,02/01/2020,07/11/2020,New York City,Male,55-64 years,"2,198","4,740","1,025",813,148,"2,423",
07/22/2020,02/01/2020,07/11/2020,New York City,Male,65-74 years,"3,245","6,583","1,567","1,254",139,"3,563",
07/22/2020,02/01/2020,07/11/2020,New York City,Male,75-84 years,"3,076","6,765","1,611","1,232",106,"3,464",
07/22/2020,02/01/2020,07/11/2020,New York City,Male,85 years and over,"2,088","5,835","1,195",824,77,"2,473",
07/22/2020,02/01/2020,07/11/2020,New York City,Male,All ages,"12,120","28,108","6,064","4,653",583,"13,586",
07/22/2020,02/01/2020,07/11/2020,New York City,Female,Under 1 year,,82,0,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,New York City,Female,1-4 years,,,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,New York City,Female,5-14 years,,20,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,New York City,Female,15-24 years,10,80,,,,13,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
